;indicatorAnalyzingCode;missingDatasPercent;ig
132;GDO_q4x3x4_3;0.0;
133;GDO_q5x1x1_1;0.0;
134;Camp_media_planning;0.0;
135;Camp_news;0.0;
136;Camp_tv_radio;0.0;
137;carep;53.30396475770925;-23815.2045162445
138;CaseCS;49.33920704845814;-18662.262481236146
139;CC_3;0.0;
140;CC_5;0.0;
141;CC_6;0.0;
142;CCO_2;18.5022026431718;-22720.81268047757
143;CHOLERA_0000000001;68.72246696035242;-24707.79524929856
144;GDO_q5x1x1_4;0.0;
145;DEVICES23;45.37444933920705;-24349.660293562378
146;E1_compliance;42.731277533039645;-25965.628968632274
147;NCD_CCS_Bronchodilators;0.0;
148;NCD_CCS_CancerPlan;0.0;
149;E1_nat_tv_radio;0.0;
150;NCD_BMI_25A;16.29955947136564;-706.000460324095
151;GDO_q8x3_3;0.0;
152;GDO_q8x3_4;0.0;
153;NCD_CCS_breastcancerscreening;0.0;
154;NCD_CCS_coronary;0.0;
155;NCD_CCS_CVDPlan;0.0;
156;GDO_q8x4_3;0.0;
157;GDO_q8x5_2;0.0;
158;GDO_q8x5_5;0.0;
159;NCD_CCS_cervicalcancermethod;0.0;
160;NCD_CCS_cervicalcancerscreenin;0.0;
161;AIR_15;20.704845814977972;-25244.18817015285
162;AIR_45;19.38325991189427;-25201.80565518943
163;NCD_CCS_dialysis;0.0;
164;AIR_10;19.38325991189427;-25201.80565518943
165;AIR_12;20.704845814977972;-25244.18817015285
166;AIR_16;20.704845814977972;-25244.18817015285
167;MDG_0000000010;84.14096916299559;-27279.88265900053
168;AIR_4;19.38325991189427;-25201.80565518943
169;AIR_51;20.704845814977972;-25244.18817015285
170;AIR_52;20.704845814977972;-25244.18817015285
171;AIR_42;19.38325991189427;-25201.80565518943
172;AIR_46;19.38325991189427;-25201.80565518943
173;AIR_5;19.38325991189427;-25201.80565518943
174;AIR_6;19.38325991189427;-25201.80565518943
175;MDG_0000000017;14.97797356828194;0.2076676540898026
176;GDO_q8x5_6;0.0;
177;GDO_q9_2;0.0;
178;GDO_q9_4;0.0;
179;GDO_q9x1_4;87.66519823788546;-27420.29911011989
180;GDO_q9_1;0.0;
181;GDO_q9_3;0.0;
182;GDO_q9_5;0.0;
183;GDO_q9x1_3;86.78414096916299;-27384.17124191747
184;MDG_0000000003;12.334801762114537;-4274.245558336713
185;MDG_0000000015;82.81938325991189;-27238.26341585338
186;NCD_CCS_cervicalcancerpgmtype;0.0;
187;GDO_q9x4_2;91.62995594713657;-27547.418262834948
188;GDO_q9x6_1;91.62995594713657;-27542.55762652311
189;GHE_YLLNUM;0.0;
190;GHE_YLLRATE;0.0;
191;GDO_q9x1_5;89.86784140969164;-27494.997857627506
192;GDO_q9x1_7;0.0;
193;GDO_q9x2_1;82.81938325991189;-27262.894116553845
194;GDO_q9x2_2;86.34361233480176;-27376.1584368898
195;GDO_q9x3_1;87.66519823788546;-27416.94717296384
196;GDO_q9x3_2;92.0704845814978;-27556.72141222224
197;GDO_q9x3_3;95.15418502202643;-27661.51261575604
198;NCD_CCS_DiabetesReg;0.0;
199;NCD_CCS_DiabetesTest;0.0;
200;NCD_CCS_DiabPlan;0.0;
201;GDO_q5x1x1_8;0.0;
202;GDO_q5x1x1_other;0.0;
203;GDO_q6x1_3;0.0;
204;GDO_q6x2_2;0.0;
205;GDO_q8x1;0.0;
206;GDO_q8x2_4;0.0;
207;DEVICES07;29.95594713656388;-25545.855188679154
208;DEVICES20;29.07488986784142;-25519.638790718473
209;E10_promo_discounts;0.0;
210;E11_brand_stretching;0.0;
211;E11_compliance;68.72246696035242;-26800.188702486237
212;E12_brand_sharing;0.0;
213;E12_compliance;77.97356828193833;-27101.378144264978
214;E13_compliance;59.030837004405285;-26495.859765494508
215;E14_compliance;87.22466960352423;-27397.922845552992
216;E14b_movies_anti_tob_ads;0.0;
217;DEVICES21;24.669603524229075;-23257.97228170585
218;DEVICES22;23.788546255506603;-23112.42735226446
219;AIR_11;20.704845814977972;-25244.18817015285
220;AIR_17;20.704845814977972;-25244.18817015285
221;AIR_39;20.704845814977972;-25244.18817015285
222;AIR_41;19.38325991189427;-25201.80565518943
223;AIR_43;18.942731277533042;-25210.13704847007
224;AIR_44;14.53744493392071;-25074.613963299795
225;MCV2;19.38325991189427;-3365.13680474399
226;E14a_prod_tv_films;0.0;
227;E15c_sponsor_publicity;0.0;
228;E17_csr_promo_others;0.0;
229;E22_subnational_exists;0.0;
230;E15_compliance;67.84140969162996;-26782.254074974404
231;E15_sponsored_events;0.0;
232;E15a_sponsorship;0.0;
233;E15b_sponsor_contribution;0.0;
234;GHED_EXTCHE_SHA2011;21.1453744493392;-613.4692662810578
235;GHED_GGHE-DCHE_SHA2011;15.418502202643168;-12.554453289062483
236;GHED_OOPSCHE_SHA2011;15.418502202643168;-12.894615103088881
237;GDO_q9x2_3;92.95154185022027;-27586.382330605316
238;GDO_q9x2_4;0.0;
239;GDO_q9x5_1;85.90308370044053;-27358.53808467415
240;GDO_q9x5_2;0.0;
241;E25_ban_display_pt_of_sale;0.0;
242;GHE_DALYNUM;0.0;
243;GHE_DALYRATE;0.0;
244;GHE_YLDRATE;0.0;
245;GHED_GGHE-DGDP_SHA2011;15.418502202643168;-13.946518752937273
246;GHE_YLDNUM;0.0;
247;GHED_EXT_pc_US_SHA2011;21.1453744493392;-613.3664104704969
248;E18_csr_anti_tobacco_media;0.0;
249;GHED_OOP_pc_US_SHA2011;15.418502202643168;-12.688398738836401
250;GHED_PVT-D_pc_US_SHA2011;15.418502202643168;-12.675649213982556
251;GOE_Q010;0.0;
252;GOE_Q012;0.0;
253;MDG_0000000011;91.18942731277534;-27516.999110570774
254;NCD_BMI_MEAN;16.29955947136564;-707.2241134941005
255;NCD_BMI_MEANC;15.859030837004411;-682.2297751271723
256;NCD_BMI_PLUS2C;16.29955947136564;-705.8954447709392
257;NCD_CCS_Aspirin;0.0;
258;NCD_CCS_CCBlkrs;0.0;
259;NCD_CCS_CervCy;0.0;
260;NCD_CCS_cervicalcancerpgmcvg;0.0;
261;GDO_q8x3_1;0.0;
262;GDO_q8x3_6;0.0;
263;GDO_q8x4_1;0.0;
264;E_Group;0.0;
265;E10_compliance;63.87665198237886;-26645.730369461508
266;E13_brand_placement;0.0;
267;E14_prod_tv_films;0.0;
268;E16_csr_promo_self;0.0;
269;E19_movies_anti_tob_ads;0.0;
270;NCD_CCS_chemo;0.0;
271;NCD_CCS_CRDPlan;0.0;
272;NCD_CCS_diabtest;0.0;
273;NCD_CCS_dietpaaware;0.0;
274;E27_indirect_ad_fines;0.0;
275;GHED_GGHE-D_pc_US_SHA2011;15.418502202643168;-12.377922923421327
276;GHED_GGHE-DGGE_SHA2011;15.418502202643168;-13.324624514986137
277;GHED_PVT-DCHE_SHA2011;15.418502202643168;-12.886751793171076
278;GOE_Q002;0.0;
279;GOE_Q004;0.0;
280;GOE_Q013;0.0;
281;GOE_Q018;0.0;
282;GOE_Q022;0.0;
283;GOE_Q030_2;0.0;
284;GOE_Q030_5;0.0;
285;GOE_Q032;0.0;
286;NCD_CCS_Metformin;0.0;
287;NCD_CCS_Mkting;0.0;
288;NCD_CCS_PAPlan;0.0;
289;NCD_CCS_renaltrans;0.0;
290;GOE_Q001;0.0;
291;GOE_Q003;0.0;
292;GOE_Q006;0.0;
293;GOE_Q008;0.0;
294;GOE_Q009;0.0;
295;NCD_CCS_CholMsmt;0.0;
296;NCD_CCS_DietPlan;0.0;
297;NCD_CCS_HbA1c;0.0;
298;NCD_CCS_Insulin;0.0;
299;NCD_CCS_NCDGuide;0.0;
300;NCD_CCS_NCDIndicators;0.0;
301;NCD_CCS_MultisecComm;0.0;
302;NCD_CCS_NCDUnit_Operational;0.0;
303;NCD_CCS_paaware;0.0;
304;NCD_CCS_SatFat;0.0;
305;NCD_CCS_SSBTAX;0.0;
306;NCD_CCS_stroke;0.0;
307;NCD_CCS_PM3_Surv;0.0;
308;NCD_CCS_rheum;0.0;
309;NCD_CCS_OralMorph;0.0;
310;NCD_CCS_palliative_home;0.0;
311;NCD_CCS_PeakFlow;0.0;
312;NCD_GLUC_02;20.704845814977972;-7730.93806846288
313;NCD_GLUC_03;16.29955947136564;-1823.6495021197409
314;GOE_Q015;0.0;
315;GOE_Q030_1;0.0;
316;NCD_CCS_rheumfollowup;0.0;
317;NCD_CCS_Statins;0.0;
318;NCD_CCS_SurvMonRep9NCD;0.0;
319;NCD_PAA;29.07488986784142;-25523.7826982869
320;GOE_Q060;0.0;
321;GOE_Q062;0.0;
322;GOE_Q064;0.0;
323;NCD_CCS_riskstrat;0.0;
324;NCD_CCS_UrineAlbumin;0.0;
325;E21_vending_machines;0.0;
326;E24_internet_sales_ban;0.0;
327;E26_direct_ad_fines;0.0;
328;E5_billboards;0.0;
329;EMFLIMITELECTRICRF;0.0;
330;EMFLIMITMAGNETIC;0.0;
331;NCD_CCS_SaltPol;0.0;
332;NCD_CCS_Spirom;0.0;
333;NCD_CCS_sulphonylurea;0.0;
334;NCD_CCS_targets;0.0;
335;NCD_CCS_Thiazide;0.0;
336;NCD_CCS_thrombolytic;0.0;
337;NCD_CCS_TobPlan;0.0;
338;EMFPOWERFREQUENCY;0.0;
339;FINPROTECTION_CATA_ESTIMATE_AV;43.17180616740088;-21931.833424144785
340;NCD_GLUC_01;15.418502202643168;-1711.830669989365
341;E3_nat_print;0.0;
342;E5_compliance;48.458149779735685;-26145.38497667299
343;FINPROTECTION_CATA_TOT_25_LEVE;0.0;
344;FINPROTECTION_IMP_NP_190_LEVEL;0.0;
345;E6_compliance;72.68722466960352;-26938.43094865246
346;E6b_ban_display_pt_of_sale;0.0;
347;E7_internet;0.0;
348;E9_compliance;57.268722466960355;-26432.34076873619
349;E9_free_distrib;0.0;
350;EC_direct_compliance;33.92070484581498;-22193.097022870083
351;EMFLIMITELECTRIC;0.0;
352;EMFLIMITPOWERDENSITY;0.0;
353;EMFSAR;0.0;
354;EMFSTATUS;0.0;
355;FINPROTECTION_IMP_NP310_POP;37.00440528634361;-18439.474904992745
356;FINPROTECTION_IMP_PG_310_STD;35.68281938325991;-18059.063451941904
357;NCD_CCS_hpv;0.0;
358;NCD_CCS_integNCDplan;0.0;
359;GDO_q9_6;0.0;
360;GDO_q9x2_5;0.0;
361;GDO_q9x4_1;85.90308370044053;-27364.111301617
362;GDO_q9x4_3;93.3920704845815;-27602.02108182456
363;GDO_q9x6_2;0.0;
364;GHED_CHE_pc_US_SHA2011;15.418502202643168;-12.605200229425517
365;MDG_0000000029;38.32599118942731;-2036.5847529794332
366;MDG_0000000030;16.29955947136564;-22770.281714359677
367;GOE_Q017;0.0;
368;GOE_Q028;0.0;
369;GOE_Q031;0.0;
370;GOE_Q047;0.0;
371;MENING_1;91.62995594713657;-26565.912094196294
372;MENING_2;91.62995594713657;-26351.349693766108
373;MH_10;38.76651982378855;-25849.252632886375
374;MH_11;67.40088105726872;-26780.56973102417
375;GOE_Q065;0.0;
376;GOE_Q103;0.0;
377;GOE_Q104_1;0.0;
378;GOE_Q119_2;0.0;
379;GOE_Q133;0.0;
380;GOE_Q135;0.0;
381;GOE_Q137;0.0;
382;E2_intl_tv_radio;0.0;
383;E23_subnat_complete_bans_exist;0.0;
384;GOE_Q057;0.0;
385;GOE_Q109;0.0;
386;GOE_Q119_1;0.0;
387;GOE_Q122;0.0;
388;GOE_Q131;0.0;
389;GOE_Q138;0.0;
390;GOE_Q139;0.0;
391;FINPROTECTION_CATA_TOT_10_LEVE;0.0;
392;FINPROTECTION_CATA_TOT_10_LEVE;0.0;
393;FINPROTECTION_CATA_TOT_10_POP;27.312775330396477;-16894.11506735802
394;FINPROTECTION_CATA_TOT_25_LEVE;0.0;
395;FINPROTECTION_CATA_TOT_25_POP;28.193832599118934;-16928.189688726965
396;FINPROTECTION_IMP_NP_190_LEVEL;0.0;
397;NCD_DTH_TOT;19.38325991189427;-70.3712853263329
398;NCDMORT3070;19.38325991189427;-70.3719962465181
399;nmr;58.590308370044056;-23984.878957475103
400;NTCP_agcy;0.0;
401;NTCP_budget_year;28.634361233480178;-23949.023197309216
402;FINPROTECTION_IMP_NP_310_LEVEL;0.0;
403;FINPROTECTION_IMP_NP_310_LEVEL;0.0;
404;FINPROTECTION_IMP_PG_190_STD;35.68281938325991;-18095.284820636694
405;FINPROTECTION_IMPOV_ESTIMATE_A;43.17180616740088;-21931.818800135137
406;GDO_q10x1x1;0.0;
407;GDO_q10x1x2;0.0;
408;GDO_q10x2_HOSUE;0.0;
409;NTD_4;89.86784140969164;-22462.5848544055
410;NTD_5;96.0352422907489;-26032.08914936776
411;NTD_7;72.2466960352423;-22729.277523479977
412;NTD_LEISHVEND;0.0;
413;GDO_q10x1;0.0;
414;GDO_q10x2_1AVAIL;0.0;
415;GOE_Q119_3;0.0;
416;GOE_Q134;0.0;
417;GOE_Q136;0.0;
418;NCD_PAC_ADO;41.409691629955944;-5539.949202778538
419;NTCP_FTE;35.68281938325991;-19790.73517287201
420;NTD_1;91.18942731277534;-24302.513622401813
421;fpsmo;61.23348017621145;-25219.041917782437
422;GDO_q10x2_TECH;0.0;
423;GDO_q11x1;0.0;
424;GDO_q11x2x2_1;0.0;
425;GDO_q11x2x2_2;0.0;
426;NTD_LEISHCNUM;64.75770925110132;-16108.640893170767
427;NTD_LEPR3;16.74008810572687;-15455.592239004938
428;NTD_LEPR4;16.74008810572687;-15409.95919302081
429;GOE_Q158;0.0;
430;GOE_Q161;0.0;
431;GOE_Q168;0.0;
432;GOE_Q169;0.0;
433;NTCP_govt_obj;0.0;
434;NTD_3;0.0;
435;E3_compliance;46.69603524229075;-26091.05564003118
436;E4_intl_print;0.0;
437;E6_pt_of_sale;0.0;
438;EC_indirect_compliance;39.647577092511014;-22708.376548892367
439;GHED_CHEGDP_SHA2011;15.418502202643168;-14.024734179001314
440;GDO_q11x2x2_3;0.0;
441;GDO_q11x2x6;0.0;
442;GDO_q12x1x3;0.0;
443;GOE_Q140;0.0;
444;GOE_Q007;0.0;
445;GOE_Q011;0.0;
446;GOE_Q014;0.0;
447;GOE_Q159;0.0;
448;GOE_Q162;0.0;
449;GOE_Q170;0.0;
450;GOE_Q174;0.0;
451;NCD_CCS_Nicotine;0.0;
452;NCD_CCS_oralhealthplan;0.0;
453;NCD_CCS_palliative_prim;0.0;
454;NCD_CCS_photocoag;0.0;
455;NCD_CCS_rheumreg;0.0;
456;GOE_Q030_3;0.0;
457;GOE_Q144;0.0;
458;GOE_Q146;0.0;
459;GOE_Q154;0.0;
460;GOE_Q160;0.0;
461;GOE_Q176;0.0;
462;NTD_LEPR11;15.859030837004411;-15626.15438136269
463;NTD_LEPR2;15.418502202643168;-14718.979919359128
464;NTD_LEPR5;16.29955947136564;-15842.099334770597
465;GDO_q11x2x3;0.0;
466;GDO_q11x2x5;0.0;
467;GOE_Q173;0.0;
468;GOE_Q175;0.0;
469;GOE_Q177;0.0;
470;NTD_LEPR8;15.859030837004411;-15658.531180327076
471;NTD_LEPR9;19.38325991189427;-20462.924706673628
472;NTD_ONCHSTATUS;0.0;
473;NTD_ONCTREAT;84.58149779735683;-22065.518014862988
474;NTD_PINTASTATUS;0.0;
475;NTD_RAB2;32.15859030837004;-15383.999186057878
476;NUTOVERWEIGHTNUM;29.95594713656388;-754.6619654238473
477;NUTRITION_2005;71.36563876651982;-26509.588345332748
478;NTD_LEPR7;16.29955947136564;-15841.828464872136
479;NTD_TRA5;72.2466960352423;-23138.451435778075
480;NTD_TSOL4;0.0;
481;NTD_YAWSNUM;94.7136563876652;-26839.784711565222
482;NUTOVERWEIGHTPREV;29.95594713656388;-756.4153659224744
483;NUTRITION_579;48.458149779735685;-25096.31047081104
484;NUTRITION_WH_3;33.92070484581498;-19320.430478886872
485;GDO_q12x2_5;0.0;
486;GDO_q12x2x1x1_1NGO;0.0;
487;NUTRITION_564;31.71806167400881;-21409.271908142186
488;NUTRITION_ANT_HAZ_NE2;31.27753303964758;-18704.349238305218
489;NUTSEVWASTINGNUM;0.0;
490;NUTSTUNTINGNUM;30.396475770925107;-792.682768663299
491;GDO_q11x2x1;0.0;
492;GDO_q12x2x1x1_2PUB;0.0;
493;GDO_q12x2x1x1_3;0.0;
494;NTD_ONCHEMO;86.34361233480176;-24635.589023844863
495;NTD_TSOL1;0.0;
496;GDO_q12x2x1x1_3PUB;0.0;
497;GDO_q12x2x1x1_4NGO;0.0;
498;GDO_q12x2_2;0.0;
499;GDO_q12x2_3;0.0;
500;GDO_q12x2_4;0.0;
501;NUTRITION_WA_2;31.27753303964758;-18819.34877155445
502;GOE_Q030_4;0.0;
503;GOE_Q058;0.0;
504;GOE_Q059;0.0;
505;GOE_Q061;0.0;
506;GOE_Q063;0.0;
507;GOE_Q069;0.0;
508;GOE_Q070;0.0;
509;GOE_Q081;0.0;
510;GOE_Q104_2;0.0;
511;GOE_Q104_3;0.0;
512;GOE_Q118;0.0;
513;GOE_Q120;0.0;
514;GOE_Q132;0.0;
515;NCD_CCS_Steroid;0.0;
516;NCD_GLUC_04;16.29955947136564;-1823.6554029129366
517;NCD_PAC;29.07488986784142;-25523.7826982869
518;NCD_UNDER70;19.38325991189427;-70.37164078642549
519;GOE_Q172;0.0;
520;GOE_Q182;0.0;
521;GOE_Q196;0.0;
522;GOE_Q197;0.0;
523;GOE_Q200;0.0;
524;NHABASIS;62.11453744493392;-26552.70055364941
525;NTCP_curr;0.0;
526;NTCP_govt_exp;46.25550660792952;-19259.524791824966
527;NTD_2;0.0;
528;EMFLIMITELECTRICLF;0.0;
529;EMFSTANDARD;0.0;
530;HIV_0000000001;38.32599118942731;-2035.1947135029814
531;FINPROTECTION_IMP_NP190_POP;37.00440528634361;-18524.708771357087
532;GDO_q12x2x1x1_5NGO;0.0;
533;NUTUNDERWEIGHTNUM;0.0;
534;O_Avail_hlth_clin;0.0;
535;O_Bup_sold;0.0;
536;O_Ins_off_hlth_prof;0.0;
537;GDO_q12x2x1x1_1PUB;0.0;
538;GDO_q12x2x1x1_2NGO;0.0;
539;GOE_Q199;0.0;
540;NUTUNDERWEIGHTPREV;0.0;
541;O_Avail_community;0.0;
542;O_Avail_hosp;0.0;
543;O_Avail_off_hlth_prof;0.0;
544;HCF_NO_ELECTRICITY;88.10572687224669;-27559.38814667758
545;HIV_0000000006;39.647577092511014;-2267.6151838853493
546;HIV_0000000011;41.409691629955944;-2932.2331495702383
547;HIV_0000000012;37.88546255506608;-25775.85404427852
548;HIV_0000000020;58.14977973568282;-15763.373180200533
549;HIV_0000000021;55.947136563876654;-6300.035445304588
550;O_Bup_where;0.0;
551;GOE_Q198;0.0;
552;HIV_0000000023;55.06607929515418;-5876.44493971665
553;HIV_0000000024;53.74449339207049;-6146.786447709359
554;HIV_ARTCOVERAGE;39.207048458149785;-2147.5606619277887
555;HIV_0000000009;35.24229074889867;-1627.3512604885284
556;O_Avail_other;0.0;
557;O_Bup_ins;0.0;
558;O_Ins_community;0.0;
559;O_Ins_hlth_clin;0.0;
560;OCC_11;0.0;
561;fps;51.98237885462555;-23199.19220500162
562;GBD_DALYRTAGE;24.229074889867846;-22997.897503853394
563;GOE_Q153;0.0;
564;GOE_Q155;0.0;
565;GOE_Q156;0.0;
566;GOE_Q157;0.0;
567;GOE_Q171;0.0;
568;GDO_q12x1;0.0;
569;GDO_q12x1x1;0.0;
570;GDO_q12x1x2;0.0;
571;GDO_q12x2x1x1_1;0.0;
572;GDO_q12x2x1x1_1PRV;0.0;
573;NTD_6;0.0;
574;NTD_8;72.2466960352423;-20233.24672664675
575;NTD_BEJELSTATUS;0.0;
576;NTD_LEISHCEND;0.0;
577;NTD_LEISHCNUM_IM;56.82819383259912;-22249.762835019377
578;NTD_LEISHVNUM;66.07929515418502;-16395.85579827973
579;NTD_LEISHVNUM_IM;53.74449339207049;-22064.706023724084
580;NTD_TSOL3;18.942731277533042;-25205.089305099387
581;NTD_YAWSEND;0.0;
582;O_NRT_where;0.0;
583;OCC_1;0.0;
584;OCC_10;0.0;
585;OCC_12;0.0;
586;OCC_13;0.0;
587;OCC_14;0.0;
588;OCC_18;0.0;
589;OCC_19;0.0;
590;OCC_2;0.0;
591;GDO_q12x2x1x1_3NGO;0.0;
592;HRH_40;63.87665198237886;-24995.06845781607
593;O_Ins_hosp;0.0;
594;O_Ins_other;0.0;
595;O_NRT_EML;0.0;
596;O_NRT_sold;0.0;
597;O_Quitline;0.0;
598;O_Varen_ins;0.0;
599;GDO_q12x2x1x1_4PRV;0.0;
600;GDO_q12x2x1x3;0.0;
601;OCC_16;0.0;
602;OCC_17;0.0;
603;GDO_q12x2x1x1_5;0.0;
604;O_Varen_sold;0.0;
605;GDO_q12x2x1x1_5PRV;0.0;
606;HRH_41;31.27753303964758;-25580.05558440858
607;HRH_42;28.634361233480178;-25494.08533733931
608;HRH_44;38.76651982378855;-25835.06090321677
609;HIV_0000000026;41.409691629955944;-2630.9076733229144
610;HRH_43;29.515418502202635;-25551.21095356288
611;HRH_45;90.30837004405286;-27494.993239242925
612;HSS_UHCLEGISLATION;0.0;
613;GDO_q14x1;0.0;
614;GDO_q14x2_2;0.0;
615;GDO_q14x2_3;0.0;
616;OCC_20;0.0;
617;OCC_22;0.0;
618;HWF_0003;35.24229074889867;-15431.595694078362
619;HWF_0005;17.180616740088112;-10159.74796762506
620;HWF_0009;22.907488986784145;-10149.186403020138
621;HWF_0011;14.97797356828194;-6804.442808741295
622;HWF_0012;40.96916299559471;-23737.55922371778
623;HWF_0017;49.77973568281938;-23706.00642447097
624;OCC_21;0.0;
625;OCC_6;0.0;
626;OCC_7;0.0;
627;OCC_9;0.0;
628;ort;49.77973568281938;-22968.811147373057
629;OCC_3;0.0;
630;OCC_4;0.0;
631;OCC_8;0.0;
632;ors;49.77973568281938;-22944.98827925957
633;P1_healthcare;0.0;
634;P11_fines_any;0.0;
635;HWF_0004;37.00440528634361;-15675.314545650868
636;HWF_0006;14.096916299559467;-4922.4393881025
637;HWF_0008;14.096916299559467;-4922.460273120251
